model,config,mean_acc,std_acc,mean_f1,std_f1,mean_recall,std_recall,mean_precision,std_precision,loss,accuracy,precision,recall,f1
SmallCNN,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.5}",0.10002444444444444,0.00017284832429004487,0.018496653347549893,0.0022262208064488505,0.10002444444444444,0.00017284832429004685,0.01022569243488399,0.0015958865116897187,2.302585220336914,0.1,0.01,0.1,0.01818181818181818
SmallCNN,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0}",0.17587555555555556,0.05001244813549843,0.12503191853272325,0.055330100675894896,0.17587555555555556,0.05001244813549843,0.21871398285469856,0.09879460212107452,5.631599504282077,0.14922222222222223,0.38929494977256957,0.1492222222222222,0.10094860774659538
SmallCNN,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.001}",0.1652511111111111,0.038579376083696666,0.11056395656516843,0.036841620279343186,0.1652511111111111,0.038579376083696666,0.20615450074041,0.09337997810501039,5.421573850890828,0.15944444444444444,0.3700631082315341,0.15944444444444444,0.11370702924007958
SmallCNN,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.5}",0.1,0.0,0.01818181818181818,0.0,0.1,0.0,0.01,0.0,2.3025853631761337,0.1,0.01,0.1,0.01818181818181818
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0}",0.10447111111111111,0.006592771108524305,0.04901997915609276,0.0087329938396313,0.10447111111111111,0.006592771108524304,0.0774088518550377,0.023067369554099833,2.2957806006537544,0.11433333333333333,0.14442451367444478,0.11433333333333333,0.0656969141531294
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.001}",0.10029333333333333,0.0001914788425396847,0.019129756468122948,0.0007806432538882307,0.10029333333333333,0.00019147884253968496,0.0889559177887291,0.038939348501016456,2.297095577875773,0.10222222222222223,0.020655495746257902,0.10222222222222221,0.02251603195240487
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.5}",0.09863333333333334,0.003928387040726584,0.01910579794635509,0.002542260769289371,0.09863333333333334,0.003928387040726583,0.011266120835042633,0.0034328337382395014,2.3025863162146676,0.1,0.01,0.1,0.01818181818181818
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0}",0.10764444444444445,0.007727860549480018,0.039097604508628155,0.020737067683146412,0.10764444444444445,0.007727860549480017,0.04107568630948101,0.02096603868757624,2.2991497756110295,0.112,0.10969214414428696,0.11199999999999999,0.06431881598147998
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.001}",0.1163711111111111,0.012822697539302302,0.04025082298434086,0.010660204094041193,0.1163711111111111,0.012822697539302305,0.040181515320076515,0.0177999590867558,2.2865579770406086,0.10566666666666667,0.08610385832532812,0.10566666666666666,0.03185465360220574
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.5}",0.10048444444444445,0.0015883742407402017,0.02128653120681036,0.006837356230933299,0.10048444444444445,0.0015883742407402015,0.01406727929143547,0.008065313379120295,2.30258556344774,0.1,0.01,0.1,0.01818181818181818
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0}",0.10059555555555555,0.004873804806618841,0.03827356755698511,0.005930686542852061,0.10059555555555555,0.004873804806618842,0.04944406431342585,0.023946774857725023,2.3024434784783256,0.11666666666666667,0.08523502576591988,0.11666666666666667,0.05289515362511162
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.001}",0.12295333333333333,0.009766874202918824,0.04375704063412696,0.009831556795252543,0.12295333333333333,0.009766874202918822,0.08453907854841065,0.04466639808060446,2.2947400930192736,0.1292222222222222,0.13270796358943943,0.1292222222222222,0.062324071541860794
SmallCNN,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.5}",0.10122,0.004642714147845437,0.02253935061344267,0.012526859076339126,0.10122,0.0046427141478454365,0.014904466065638795,0.013437103124310264,2.302586174858941,0.1,0.01,0.1,0.01818181818181818
